FIPS,STATE,ABBR,NAME
30025,Montana,MT,Fallon County
30027,Montana,MT,Fergus County
30029,Montana,MT,Flathead County
30031,Montana,MT,Gallatin County
30033,Montana,MT,Garfield County
30035,Montana,MT,Glacier County
30037,Montana,MT,Golden Valley County
30039,Montana,MT,Granite County
30041,Montana,MT,Hill County
30043,Montana,MT,Jefferson County
30045,Montana,MT,Judith Basin County
30047,Montana,MT,Lake County
30049,Montana,MT,Lewis and Clark County
30051,Montana,MT,Liberty County
30053,Montana,MT,Lincoln County
30055,Montana,MT,McCone County
30057,Montana,MT,Madison County
30059,Montana,MT,Meagher County
30061,Montana,MT,Mineral County
30063,Montana,MT,Missoula County
30065,Montana,MT,Musselshell County
30067,Montana,MT,Park County
30069,Montana,MT,Petroleum County
30071,Montana,MT,Phillips County
30073,Montana,MT,Pondera County
30075,Montana,MT,Powder River County
30077,Montana,MT,Powell County
30079,Montana,MT,Prairie County
30081,Montana,MT,Ravalli County
30083,Montana,MT,Richland County
30085,Montana,MT,Roosevelt County
30087,Montana,MT,Rosebud County
30089,Montana,MT,Sanders County
30091,Montana,MT,Sheridan County
30093,Montana,MT,Silver Bow County
30095,Montana,MT,Stillwater County
30097,Montana,MT,Sweet Grass County
30099,Montana,MT,Teton County
30101,Montana,MT,Toole County
30103,Montana,MT,Treasure County
30105,Montana,MT,Valley County
30107,Montana,MT,Wheatland County
30109,Montana,MT,Wibaux County
30111,Montana,MT,Yellowstone County
31001,Nebraska,NE,Adams County
31003,Nebraska,NE,Antelope County
31005,Nebraska,NE,Arthur County
31007,Nebraska,NE,Banner County
31009,Nebraska,NE,Blaine County
31011,Nebraska,NE,Boone County
31013,Nebraska,NE,Box Butte County
31015,Nebraska,NE,Boyd County
31017,Nebraska,NE,Brown County
31019,Nebraska,NE,Buffalo County
31021,Nebraska,NE,Burt County
31023,Nebraska,NE,Butler County
31025,Nebraska,NE,Cass County
31027,Nebraska,NE,Cedar County
31029,Nebraska,NE,Chase County
31031,Nebraska,NE,Cherry County
31033,Nebraska,NE,Cheyenne County
31035,Nebraska,NE,Clay County
31037,Nebraska,NE,Colfax County
31039,Nebraska,NE,Cuming County
31041,Nebraska,NE,Custer County
31043,Nebraska,NE,Dakota County
31045,Nebraska,NE,Dawes County
31047,Nebraska,NE,Dawson County
31049,Nebraska,NE,Deuel County
31051,Nebraska,NE,Dixon County
31053,Nebraska,NE,Dodge County
31055,Nebraska,NE,Douglas County
31057,Nebraska,NE,Dundy County
31059,Nebraska,NE,Fillmore County
31061,Nebraska,NE,Franklin County
31063,Nebraska,NE,Frontier County
31065,Nebraska,NE,Furnas County
31067,Nebraska,NE,Gage County
31069,Nebraska,NE,Garden County
31071,Nebraska,NE,Garfield County
31073,Nebraska,NE,Gosper County
31075,Nebraska,NE,Grant County
31077,Nebraska,NE,Greeley County
31079,Nebraska,NE,Hall County
31081,Nebraska,NE,Hamilton County
31083,Nebraska,NE,Harlan County
31085,Nebraska,NE,Hayes County
31087,Nebraska,NE,Hitchcock County
31089,Nebraska,NE,Holt County
31091,Nebraska,NE,Hooker County
31093,Nebraska,NE,Howard County
31095,Nebraska,NE,Jefferson County
31097,Nebraska,NE,Johnson County
31099,Nebraska,NE,Kearney County
31101,Nebraska,NE,Keith County
31103,Nebraska,NE,Keya Paha County
31105,Nebraska,NE,Kimball County
31107,Nebraska,NE,Knox County
31109,Nebraska,NE,Lancaster County
31111,Nebraska,NE,Lincoln County
31113,Nebraska,NE,Logan County
31115,Nebraska,NE,Loup County
31117,Nebraska,NE,McPherson County
31119,Nebraska,NE,Madison County
31121,Nebraska,NE,Merrick County
31123,Nebraska,NE,Morrill County
31125,Nebraska,NE,Nance County
31127,Nebraska,NE,Nemaha County
31129,Nebraska,NE,Nuckolls County
31131,Nebraska,NE,Otoe County
31133,Nebraska,NE,Pawnee County
31135,Nebraska,NE,Perkins County
31137,Nebraska,NE,Phelps County
31139,Nebraska,NE,Pierce County
31141,Nebraska,NE,Platte County
31143,Nebraska,NE,Polk County
31145,Nebraska,NE,Red Willow County
31147,Nebraska,NE,Richardson County
31149,Nebraska,NE,Rock County
31151,Nebraska,NE,Saline County
31153,Nebraska,NE,Sarpy County
31155,Nebraska,NE,Saunders County
31157,Nebraska,NE,Scotts Bluff County
31159,Nebraska,NE,Seward County
31161,Nebraska,NE,Sheridan County
31163,Nebraska,NE,Sherman County
31165,Nebraska,NE,Sioux County
31167,Nebraska,NE,Stanton County
31169,Nebraska,NE,Thayer County
31171,Nebraska,NE,Thomas County
31173,Nebraska,NE,Thurston County
31175,Nebraska,NE,Valley County
31177,Nebraska,NE,Washington County
31179,Nebraska,NE,Wayne County
31181,Nebraska,NE,Webster County
31183,Nebraska,NE,Wheeler County
31185,Nebraska,NE,York County
32001,Nevada,NV,Churchill County
32003,Nevada,NV,Clark County
32005,Nevada,NV,Douglas County
32007,Nevada,NV,Elko County
32009,Nevada,NV,Esmeralda County
32011,Nevada,NV,Eureka County
32013,Nevada,NV,Humboldt County
32015,Nevada,NV,Lander County
32017,Nevada,NV,Lincoln County
32019,Nevada,NV,Lyon County
32021,Nevada,NV,Mineral County
32023,Nevada,NV,Nye County
32027,Nevada,NV,Pershing County
32029,Nevada,NV,Storey County
32031,Nevada,NV,Washoe County
32033,Nevada,NV,White Pine County
32510,Nevada,NV,Carson City
33001,New Hampshire,NH,Belknap County
33003,New Hampshire,NH,Carroll County
33005,New Hampshire,NH,Cheshire County
33007,New Hampshire,NH,Coos County
33009,New Hampshire,NH,Grafton County
33011,New Hampshire,NH,Hillsborough County
33013,New Hampshire,NH,Merrimack County
33015,New Hampshire,NH,Rockingham County
33017,New Hampshire,NH,Strafford County
33019,New Hampshire,NH,Sullivan County
34001,New Jersey,NJ,Atlantic County
34003,New Jersey,NJ,Bergen County
34005,New Jersey,NJ,Burlington County
34007,New Jersey,NJ,Camden County
34009,New Jersey,NJ,Cape May County
34011,New Jersey,NJ,Cumberland County
34013,New Jersey,NJ,Essex County
34015,New Jersey,NJ,Gloucester County
34017,New Jersey,NJ,Hudson County
34019,New Jersey,NJ,Hunterdon County
34021,New Jersey,NJ,Mercer County
34023,New Jersey,NJ,Middlesex County
34025,New Jersey,NJ,Monmouth County
34027,New Jersey,NJ,Morris County
34029,New Jersey,NJ,Ocean County
34031,New Jersey,NJ,Passaic County
34033,New Jersey,NJ,Salem County
34035,New Jersey,NJ,Somerset County
34037,New Jersey,NJ,Sussex County
34039,New Jersey,NJ,Union County
34041,New Jersey,NJ,Warren County
35001,New Mexico,NM,Bernalillo County
35003,New Mexico,NM,Catron County
35005,New Mexico,NM,Chaves County
35006,New Mexico,NM,Cibola County
35007,New Mexico,NM,Colfax County
35009,New Mexico,NM,Curry County
35011,New Mexico,NM,De Baca County
35013,New Mexico,NM,Dona Ana County
35015,New Mexico,NM,Eddy County
35017,New Mexico,NM,Grant County
35019,New Mexico,NM,Guadalupe County
35021,New Mexico,NM,Harding County
35023,New Mexico,NM,Hidalgo County
35025,New Mexico,NM,Lea County
35027,New Mexico,NM,Lincoln County
35028,New Mexico,NM,Los Alamos County
35029,New Mexico,NM,Luna County
35031,New Mexico,NM,McKinley County
35033,New Mexico,NM,Mora County
35035,New Mexico,NM,Otero County
35037,New Mexico,NM,Quay County
35039,New Mexico,NM,Rio Arriba County
35041,New Mexico,NM,Roosevelt County
35043,New Mexico,NM,Sandoval County
35045,New Mexico,NM,San Juan County
35047,New Mexico,NM,San Miguel County
35049,New Mexico,NM,Santa Fe County
35051,New Mexico,NM,Sierra County
35053,New Mexico,NM,Socorro County
35055,New Mexico,NM,Taos County
35057,New Mexico,NM,Torrance County
35059,New Mexico,NM,Union County
35061,New Mexico,NM,Valencia County
36001,New York,NY,Albany County
36003,New York,NY,Allegany County
36005,New York,NY,Bronx County
36007,New York,NY,Broome County
36009,New York,NY,Cattaraugus County
36011,New York,NY,Cayuga County
36013,New York,NY,Chautauqua County
36015,New York,NY,Chemung County
36017,New York,NY,Chenango County
36019,New York,NY,Clinton County
36021,New York,NY,Columbia County
36023,New York,NY,Cortland County
36025,New York,NY,Delaware County
36027,New York,NY,Dutchess County
36029,New York,NY,Erie County
36031,New York,NY,Essex County
36033,New York,NY,Franklin County
36035,New York,NY,Fulton County
36037,New York,NY,Genesee County
36039,New York,NY,Greene County
36041,New York,NY,Hamilton County
36043,New York,NY,Herkimer County
36045,New York,NY,Jefferson County
36047,New York,NY,Kings County
36049,New York,NY,Lewis County
36051,New York,NY,Livingston County
36053,New York,NY,Madison County
36055,New York,NY,Monroe County
36057,New York,NY,Montgomery County
36059,New York,NY,Nassau County
36061,New York,NY,New York County
36063,New York,NY,Niagara County
36065,New York,NY,Oneida County
36067,New York,NY,Onondaga County
36069,New York,NY,Ontario County
36071,New York,NY,Orange County
36073,New York,NY,Orleans County
36075,New York,NY,Oswego County
36077,New York,NY,Otsego County
36079,New York,NY,Putnam County
36081,New York,NY,Queens County
36083,New York,NY,Rensselaer County
36085,New York,NY,Richmond County
36087,New York,NY,Rockland County
36089,New York,NY,St. Lawrence County
36091,New York,NY,Saratoga County
36093,New York,NY,Schenectady County
36095,New York,NY,Schoharie County
36097,New York,NY,Schuyler County
36099,New York,NY,Seneca County
36101,New York,NY,Steuben County
36103,New York,NY,Suffolk County
36105,New York,NY,Sullivan County
36107,New York,NY,Tioga County
36109,New York,NY,Tompkins County
36111,New York,NY,Ulster County
36113,New York,NY,Warren County
36115,New York,NY,Washington County
36117,New York,NY,Wayne County
36119,New York,NY,Westchester County
36121,New York,NY,Wyoming County
36123,New York,NY,Yates County
37001,North Carolina,NC,Alamance County
37003,North Carolina,NC,Alexander County
37005,North Carolina,NC,Alleghany County
37007,North Carolina,NC,Anson County
37009,North Carolina,NC,Ashe County
37011,North Carolina,NC,Avery County
37013,North Carolina,NC,Beaufort County
37015,North Carolina,NC,Bertie County
37017,North Carolina,NC,Bladen County
37019,North Carolina,NC,Brunswick County
37021,North Carolina,NC,Buncombe County
37023,North Carolina,NC,Burke County
37025,North Carolina,NC,Cabarrus County
37027,North Carolina,NC,Caldwell County
37029,North Carolina,NC,Camden County
37031,North Carolina,NC,Carteret County
37033,North Carolina,NC,Caswell County
37035,North Carolina,NC,Catawba County
37037,North Carolina,NC,Chatham County
37039,North Carolina,NC,Cherokee County
37041,North Carolina,NC,Chowan County
37043,North Carolina,NC,Clay County
37045,North Carolina,NC,Cleveland County
37047,North Carolina,NC,Columbus County
37049,North Carolina,NC,Craven County
37051,North Carolina,NC,Cumberland County
37053,North Carolina,NC,Currituck County
37055,North Carolina,NC,Dare County
37057,North Carolina,NC,Davidson County
37059,North Carolina,NC,Davie County
37061,North Carolina,NC,Duplin County
37063,North Carolina,NC,Durham County
37065,North Carolina,NC,Edgecombe County
37067,North Carolina,NC,Forsyth County
37069,North Carolina,NC,Franklin County
37071,North Carolina,NC,Gaston County
37073,North Carolina,NC,Gates County
37075,North Carolina,NC,Graham County
37077,North Carolina,NC,Granville County
37079,North Carolina,NC,Greene County
37081,North Carolina,NC,Guilford County
37083,North Carolina,NC,Halifax County
37085,North Carolina,NC,Harnett County
37087,North Carolina,NC,Haywood County
37089,North Carolina,NC,Henderson County
37091,North Carolina,NC,Hertford County
37093,North Carolina,NC,Hoke County
37095,North Carolina,NC,Hyde County
37097,North Carolina,NC,Iredell County
37099,North Carolina,NC,Jackson County
37101,North Carolina,NC,Johnston County
37103,North Carolina,NC,Jones County
37105,North Carolina,NC,Lee County
37107,North Carolina,NC,Lenoir County
37109,North Carolina,NC,Lincoln County
37111,North Carolina,NC,McDowell County
37113,North Carolina,NC,Macon County
37115,North Carolina,NC,Madison County
37117,North Carolina,NC,Martin County
37119,North Carolina,NC,Mecklenburg County
37121,North Carolina,NC,Mitchell County
37123,North Carolina,NC,Montgomery County
37125,North Carolina,NC,Moore County
37127,North Carolina,NC,Nash County
37129,North Carolina,NC,New Hanover County
37131,North Carolina,NC,Northampton County
37133,North Carolina,NC,Onslow County
37135,North Carolina,NC,Orange County
37137,North Carolina,NC,Pamlico County
37139,North Carolina,NC,Pasquotank County
37141,North Carolina,NC,Pender County
37143,North Carolina,NC,Perquimans County
37145,North Carolina,NC,Person County
37147,North Carolina,NC,Pitt County
37149,North Carolina,NC,Polk County
37151,North Carolina,NC,Randolph County
37153,North Carolina,NC,Richmond County
37155,North Carolina,NC,Robeson County
37157,North Carolina,NC,Rockingham County
37159,North Carolina,NC,Rowan County
37161,North Carolina,NC,Rutherford County
37163,North Carolina,NC,Sampson County
37165,North Carolina,NC,Scotland County
37167,North Carolina,NC,Stanly County
37169,North Carolina,NC,Stokes County
37171,North Carolina,NC,Surry County
37173,North Carolina,NC,Swain County
37175,North Carolina,NC,Transylvania County
37177,North Carolina,NC,Tyrrell County
37179,North Carolina,NC,Union County
37181,North Carolina,NC,Vance County
37183,North Carolina,NC,Wake County
37185,North Carolina,NC,Warren County
37187,North Carolina,NC,Washington County
37189,North Carolina,NC,Watauga County
37191,North Carolina,NC,Wayne County
37193,North Carolina,NC,Wilkes County
37195,North Carolina,NC,Wilson County
37197,North Carolina,NC,Yadkin County
37199,North Carolina,NC,Yancey County
38001,North Dakota,ND,Adams County
38003,North Dakota,ND,Barnes County
38005,North Dakota,ND,Benson County
38007,North Dakota,ND,Billings County
38009,North Dakota,ND,Bottineau County
38011,North Dakota,ND,Bowman County
38013,North Dakota,ND,Burke County
38015,North Dakota,ND,Burleigh County
38017,North Dakota,ND,Cass County
38019,North Dakota,ND,Cavalier County
38021,North Dakota,ND,Dickey County
38023,North Dakota,ND,Divide County
38025,North Dakota,ND,Dunn County
38027,North Dakota,ND,Eddy County
38029,North Dakota,ND,Emmons County
38031,North Dakota,ND,Foster County
38033,North Dakota,ND,Golden Valley County
38035,North Dakota,ND,Grand Forks County
38037,North Dakota,ND,Grant County
38039,North Dakota,ND,Griggs County
38041,North Dakota,ND,Hettinger County
38043,North Dakota,ND,Kidder County
38045,North Dakota,ND,LaMoure County
38047,North Dakota,ND,Logan County
38049,North Dakota,ND,McHenry County
38051,North Dakota,ND,McIntosh County
38053,North Dakota,ND,McKenzie County
38055,North Dakota,ND,McLean County
38057,North Dakota,ND,Mercer County
38059,North Dakota,ND,Morton County
38061,North Dakota,ND,Mountrail County
38063,North Dakota,ND,Nelson County
38065,North Dakota,ND,Oliver County
38067,North Dakota,ND,Pembina County
38069,North Dakota,ND,Pierce County
38071,North Dakota,ND,Ramsey County
38073,North Dakota,ND,Ransom County
38075,North Dakota,ND,Renville County
38077,North Dakota,ND,Richland County
38079,North Dakota,ND,Rolette County
38081,North Dakota,ND,Sargent County
38083,North Dakota,ND,Sheridan County
38085,North Dakota,ND,Sioux County
38087,North Dakota,ND,Slope County
38089,North Dakota,ND,Stark County
38091,North Dakota,ND,Steele County
38093,North Dakota,ND,Stutsman County
38095,North Dakota,ND,Towner County
38097,North Dakota,ND,Traill County
38099,North Dakota,ND,Walsh County
38101,North Dakota,ND,Ward County
38103,North Dakota,ND,Wells County
38105,North Dakota,ND,Williams County
39001,Ohio,OH,Adams County
39003,Ohio,OH,Allen County
39005,Ohio,OH,Ashland County
39007,Ohio,OH,Ashtabula County
39009,Ohio,OH,Athens County
39011,Ohio,OH,Auglaize County
39013,Ohio,OH,Belmont County
39015,Ohio,OH,Brown County
39017,Ohio,OH,Butler County
39019,Ohio,OH,Carroll County
39021,Ohio,OH,Champaign County
39023,Ohio,OH,Clark County
39025,Ohio,OH,Clermont County
39027,Ohio,OH,Clinton County
39029,Ohio,OH,Columbiana County
39031,Ohio,OH,Coshocton County
39033,Ohio,OH,Crawford County
39035,Ohio,OH,Cuyahoga County
39037,Ohio,OH,Darke County
39039,Ohio,OH,Defiance County
39041,Ohio,OH,Delaware County
39043,Ohio,OH,Erie County
39045,Ohio,OH,Fairfield County
39047,Ohio,OH,Fayette County
39049,Ohio,OH,Franklin County
39051,Ohio,OH,Fulton County
39053,Ohio,OH,Gallia County
39055,Ohio,OH,Geauga County
39057,Ohio,OH,Greene County
39059,Ohio,OH,Guernsey County
39061,Ohio,OH,Hamilton County
39063,Ohio,OH,Hancock County
39065,Ohio,OH,Hardin County
39067,Ohio,OH,Harrison County
39069,Ohio,OH,Henry County
39071,Ohio,OH,Highland County
39073,Ohio,OH,Hocking County
39075,Ohio,OH,Holmes County
39077,Ohio,OH,Huron County
39079,Ohio,OH,Jackson County
39081,Ohio,OH,Jefferson County
39083,Ohio,OH,Knox County
39085,Ohio,OH,Lake County
39087,Ohio,OH,Lawrence County
39089,Ohio,OH,Licking County
39091,Ohio,OH,Logan County
39093,Ohio,OH,Lorain County
39095,Ohio,OH,Lucas County
39097,Ohio,OH,Madison County
39099,Ohio,OH,Mahoning County
39101,Ohio,OH,Marion County
39103,Ohio,OH,Medina County
39105,Ohio,OH,Meigs County
39107,Ohio,OH,Mercer County
39109,Ohio,OH,Miami County
39111,Ohio,OH,Monroe County
39113,Ohio,OH,Montgomery County
39115,Ohio,OH,Morgan County
39117,Ohio,OH,Morrow County
39119,Ohio,OH,Muskingum County
39121,Ohio,OH,Noble County
39123,Ohio,OH,Ottawa County
39125,Ohio,OH,Paulding County
39127,Ohio,OH,Perry County
39129,Ohio,OH,Pickaway County
39131,Ohio,OH,Pike County
39133,Ohio,OH,Portage County
39135,Ohio,OH,Preble County
39137,Ohio,OH,Putnam County
39139,Ohio,OH,Richland County
39141,Ohio,OH,Ross County
39143,Ohio,OH,Sandusky County
39145,Ohio,OH,Scioto County
39147,Ohio,OH,Seneca County
39149,Ohio,OH,Shelby County
39151,Ohio,OH,Stark County
39153,Ohio,OH,Summit County
39155,Ohio,OH,Trumbull County
39157,Ohio,OH,Tuscarawas County
39159,Ohio,OH,Union County
39161,Ohio,OH,Van Wert County
39163,Ohio,OH,Vinton County
39165,Ohio,OH,Warren County
39167,Ohio,OH,Washington County
39169,Ohio,OH,Wayne County
39171,Ohio,OH,Williams County
39173,Ohio,OH,Wood County
39175,Ohio,OH,Wyandot County
40001,Oklahoma,OK,Adair County
40003,Oklahoma,OK,Alfalfa County
40005,Oklahoma,OK,Atoka County
40007,Oklahoma,OK,Beaver County
40009,Oklahoma,OK,Beckham County
40011,Oklahoma,OK,Blaine County
40013,Oklahoma,OK,Bryan County
40015,Oklahoma,OK,Caddo County
40017,Oklahoma,OK,Canadian County
40019,Oklahoma,OK,Carter County
40021,Oklahoma,OK,Cherokee County
40023,Oklahoma,OK,Choctaw County
40025,Oklahoma,OK,Cimarron County
40027,Oklahoma,OK,Cleveland County
40029,Oklahoma,OK,Coal County
40031,Oklahoma,OK,Comanche County
40033,Oklahoma,OK,Cotton County
40035,Oklahoma,OK,Craig County
40037,Oklahoma,OK,Creek County
40039,Oklahoma,OK,Custer County
40041,Oklahoma,OK,Delaware County
40043,Oklahoma,OK,Dewey County
40045,Oklahoma,OK,Ellis County
40047,Oklahoma,OK,Garfield County
40049,Oklahoma,OK,Garvin County
40051,Oklahoma,OK,Grady County
40053,Oklahoma,OK,Grant County
40055,Oklahoma,OK,Greer County
40057,Oklahoma,OK,Harmon County
40059,Oklahoma,OK,Harper County
40061,Oklahoma,OK,Haskell County
40063,Oklahoma,OK,Hughes County
40065,Oklahoma,OK,Jackson County
40067,Oklahoma,OK,Jefferson County
40069,Oklahoma,OK,Johnston County
40071,Oklahoma,OK,Kay County
40073,Oklahoma,OK,Kingfisher County
40075,Oklahoma,OK,Kiowa County
40077,Oklahoma,OK,Latimer County
40079,Oklahoma,OK,Le Flore County
40081,Oklahoma,OK,Lincoln County
40083,Oklahoma,OK,Logan County
40085,Oklahoma,OK,Love County
40087,Oklahoma,OK,McClain County
40089,Oklahoma,OK,McCurtain County
40091,Oklahoma,OK,McIntosh County
40093,Oklahoma,OK,Major County
40095,Oklahoma,OK,Marshall County
40097,Oklahoma,OK,Mayes County
40099,Oklahoma,OK,Murray County
40101,Oklahoma,OK,Muskogee County
40103,Oklahoma,OK,Noble County
40105,Oklahoma,OK,Nowata County
40107,Oklahoma,OK,Okfuskee County
40109,Oklahoma,OK,Oklahoma County
40111,Oklahoma,OK,Okmulgee County
40113,Oklahoma,OK,Osage County
40115,Oklahoma,OK,Ottawa County
40117,Oklahoma,OK,Pawnee County
40119,Oklahoma,OK,Payne County
40121,Oklahoma,OK,Pittsburg County
40123,Oklahoma,OK,Pontotoc County
40125,Oklahoma,OK,Pottawatomie County
40127,Oklahoma,OK,Pushmataha County
40129,Oklahoma,OK,Roger Mills County
40131,Oklahoma,OK,Rogers County
40133,Oklahoma,OK,Seminole County
40135,Oklahoma,OK,Sequoyah County
40137,Oklahoma,OK,Stephens County
40139,Oklahoma,OK,Texas County
40141,Oklahoma,OK,Tillman County
40143,Oklahoma,OK,Tulsa County
40145,Oklahoma,OK,Wagoner County
40147,Oklahoma,OK,Washington County
40149,Oklahoma,OK,Washita County
40151,Oklahoma,OK,Woods County
40153,Oklahoma,OK,Woodward County
41001,Oregon,OR,Baker County
41003,Oregon,OR,Benton County
41005,Oregon,OR,Clackamas County
41007,Oregon,OR,Clatsop County
41009,Oregon,OR,Columbia County
41011,Oregon,OR,Coos County
41013,Oregon,OR,Crook County
41015,Oregon,OR,Curry County
41017,Oregon,OR,Deschutes County
41019,Oregon,OR,Douglas County
41021,Oregon,OR,Gilliam County
41023,Oregon,OR,Grant County
41025,Oregon,OR,Harney County
41027,Oregon,OR,Hood River County
41029,Oregon,OR,Jackson County
41031,Oregon,OR,Jefferson County
41033,Oregon,OR,Josephine County
41035,Oregon,OR,Klamath County
41037,Oregon,OR,Lake County
41039,Oregon,OR,Lane County
41041,Oregon,OR,Lincoln County
41043,Oregon,OR,Linn County
41045,Oregon,OR,Malheur County
41047,Oregon,OR,Marion County
41049,Oregon,OR,Morrow County
41051,Oregon,OR,Multnomah County
41053,Oregon,OR,Polk County
41055,Oregon,OR,Sherman County
41057,Oregon,OR,Tillamook County
41059,Oregon,OR,Umatilla County
41061,Oregon,OR,Union County
41063,Oregon,OR,Wallowa County
41065,Oregon,OR,Wasco County
41067,Oregon,OR,Washington County
41069,Oregon,OR,Wheeler County
41071,Oregon,OR,Yamhill County
42001,Pennsylvania,PA,Adams County
42003,Pennsylvania,PA,Allegheny County
42005,Pennsylvania,PA,Armstrong County
42007,Pennsylvania,PA,Beaver County
42009,Pennsylvania,PA,Bedford County
42011,Pennsylvania,PA,Berks County
42013,Pennsylvania,PA,Blair County
42015,Pennsylvania,PA,Bradford County
42017,Pennsylvania,PA,Bucks County
42019,Pennsylvania,PA,Butler County
42021,Pennsylvania,PA,Cambria County
42023,Pennsylvania,PA,Cameron County
42025,Pennsylvania,PA,Carbon County
42027,Pennsylvania,PA,Centre County
42029,Pennsylvania,PA,Chester County
42031,Pennsylvania,PA,Clarion County
42033,Pennsylvania,PA,Clearfield County
42035,Pennsylvania,PA,Clinton County
42037,Pennsylvania,PA,Columbia County
42039,Pennsylvania,PA,Crawford County
42041,Pennsylvania,PA,Cumberland County
42043,Pennsylvania,PA,Dauphin County
42045,Pennsylvania,PA,Delaware County
42047,Pennsylvania,PA,Elk County
42049,Pennsylvania,PA,Erie County
42051,Pennsylvania,PA,Fayette County
42053,Pennsylvania,PA,Forest County
42055,Pennsylvania,PA,Franklin County
42057,Pennsylvania,PA,Fulton County
42059,Pennsylvania,PA,Greene County
42061,Pennsylvania,PA,Huntingdon County
42063,Pennsylvania,PA,Indiana County
42065,Pennsylvania,PA,Jefferson County
42067,Pennsylvania,PA,Juniata County
42069,Pennsylvania,PA,Lackawanna County
42071,Pennsylvania,PA,Lancaster County
42073,Pennsylvania,PA,Lawrence County
42075,Pennsylvania,PA,Lebanon County
42077,Pennsylvania,PA,Lehigh County
42079,Pennsylvania,PA,Luzerne County
42081,Pennsylvania,PA,Lycoming County
42083,Pennsylvania,PA,McKean County
42085,Pennsylvania,PA,Mercer County
42087,Pennsylvania,PA,Mifflin County
42089,Pennsylvania,PA,Monroe County
42091,Pennsylvania,PA,Montgomery County
42093,Pennsylvania,PA,Montour County
42095,Pennsylvania,PA,Northampton County
42097,Pennsylvania,PA,Northumberland County
42099,Pennsylvania,PA,Perry County
42101,Pennsylvania,PA,Philadelphia County
42103,Pennsylvania,PA,Pike County
42105,Pennsylvania,PA,Potter County
42107,Pennsylvania,PA,Schuylkill County
42109,Pennsylvania,PA,Snyder County
42111,Pennsylvania,PA,Somerset County
42113,Pennsylvania,PA,Sullivan County
42115,Pennsylvania,PA,Susquehanna County
42117,Pennsylvania,PA,Tioga County
42119,Pennsylvania,PA,Union County
42121,Pennsylvania,PA,Venango County
42123,Pennsylvania,PA,Warren County
42125,Pennsylvania,PA,Washington County
42127,Pennsylvania,PA,Wayne County
42129,Pennsylvania,PA,Westmoreland County
42131,Pennsylvania,PA,Wyoming County
42133,Pennsylvania,PA,York County
44001,Rhode Island,RI,Bristol County
44003,Rhode Island,RI,Kent County
44005,Rhode Island,RI,Newport County
44007,Rhode Island,RI,Providence County
44009,Rhode Island,RI,Washington County
45001,South Carolina,SC,Abbeville County
45003,South Carolina,SC,Aiken County
45005,South Carolina,SC,Allendale County
45007,South Carolina,SC,Anderson County
45009,South Carolina,SC,Bamberg County
45011,South Carolina,SC,Barnwell County
45013,South Carolina,SC,Beaufort County
45015,South Carolina,SC,Berkeley County
45017,South Carolina,SC,Calhoun County
45019,South Carolina,SC,Charleston County
45021,South Carolina,SC,Cherokee County
45023,South Carolina,SC,Chester County
45025,South Carolina,SC,Chesterfield County
45027,South Carolina,SC,Clarendon County
45029,South Carolina,SC,Colleton County
45031,South Carolina,SC,Darlington County
45033,South Carolina,SC,Dillon County
45035,South Carolina,SC,Dorchester County
45037,South Carolina,SC,Edgefield County
45039,South Carolina,SC,Fairfield County
45041,South Carolina,SC,Florence County
45043,South Carolina,SC,Georgetown County
45045,South Carolina,SC,Greenville County
45047,South Carolina,SC,Greenwood County
45049,South Carolina,SC,Hampton County
45051,South Carolina,SC,Horry County
45053,South Carolina,SC,Jasper County
45055,South Carolina,SC,Kershaw County
45057,South Carolina,SC,Lancaster County
45059,South Carolina,SC,Laurens County
45061,South Carolina,SC,Lee County
45063,South Carolina,SC,Lexington County
45065,South Carolina,SC,McCormick County
45067,South Carolina,SC,Marion County
45069,South Carolina,SC,Marlboro County
45071,South Carolina,SC,Newberry County
45073,South Carolina,SC,Oconee County
45075,South Carolina,SC,Orangeburg County
45077,South Carolina,SC,Pickens County
45079,South Carolina,SC,Richland County
45081,South Carolina,SC,Saluda County
45083,South Carolina,SC,Spartanburg County
45085,South Carolina,SC,Sumter County
45087,South Carolina,SC,Union County
45089,South Carolina,SC,Williamsburg County
45091,South Carolina,SC,York County
46003,South Dakota,SD,Aurora County
46005,South Dakota,SD,Beadle County
46007,South Dakota,SD,Bennett County
46009,South Dakota,SD,Bon Homme County
46011,South Dakota,SD,Brookings County
46013,South Dakota,SD,Brown County
46015,South Dakota,SD,Brule County
46017,South Dakota,SD,Buffalo County
46019,South Dakota,SD,Butte County
46021,South Dakota,SD,Campbell County
46023,South Dakota,SD,Charles Mix County
46025,South Dakota,SD,Clark County
46027,South Dakota,SD,Clay County
46029,South Dakota,SD,Codington County
46031,South Dakota,SD,Corson County
46033,South Dakota,SD,Custer County
46035,South Dakota,SD,Davison County
46037,South Dakota,SD,Day County
46039,South Dakota,SD,Deuel County
46041,South Dakota,SD,Dewey County
46043,South Dakota,SD,Douglas County
46045,South Dakota,SD,Edmunds County
46047,South Dakota,SD,Fall River County
46049,South Dakota,SD,Faulk County
46051,South Dakota,SD,Grant County
46053,South Dakota,SD,Gregory County
46055,South Dakota,SD,Haakon County
46057,South Dakota,SD,Hamlin County
46059,South Dakota,SD,Hand County
46061,South Dakota,SD,Hanson County
46063,South Dakota,SD,Harding County
46065,South Dakota,SD,Hughes County
